Celltype1	Celltype2	Celltype3	Celltype4	Celltype5	Celltype6	Celltype7	Celltype8
ZFAND3	MLH1	LOC100128076	DMGDH	FAM162A	LARS2-AS1	SOS1	SKAP1
LARP6	CCDC170	NGB	PLEKHF1	CDK3	SLC5A5	SYNC	PWWP2B
ABCD1	AAR2	GALNT8	SUCNR1	ZHX2	KCNJ5	HELB	LRRC58
BOLA3	AKR1C3	GPR50	ATXN1	ISY1	MREG	RASL11B	ZNF669
HIPK3	CITED2	MIR4665	SLAIN2	LOC284581	COLQ	CACNA1C	SEC14L4
ZNF23	RPS6KC1	LSM11	MAP2K7	SAA4	SP100	FAM73B	PHACTR4
MYOM2	FMOD	ANKRD66	R3HDM4	SLC46A1	ABI1	NET1	NUDT16P1
ARHGAP29	TRIM27	TMEM255A	IL21R	POFUT1	RAB8B	LAMA3	LINC00488
RUVBL1	MRPL23	MS4A5	PPP1R3C	ACBD5	CELF6	TERT	ORM1
PBX1	ELMOD3	C5orf38	TRERF1	NUDT3	ZBTB22	PAGE2	CCNE2
PLEKHA8P1	SNHG16	LRFN5	MYH11	TRAPPC11	SV2B	LOC100130700	HBG2
MRPL45	NUMBL	SNORA38	ZC3H10	SLAMF9	TMEM136	NOL8	MREG
CPSF3	EBPL	SNAR-A4	ORAI3	GPRC5C	ARGFX	MSMP	ZC3H12C
CSTF3	FTH1	MDH2	NBEAL2	P2RY1	LOC100506746	LRP2BP	NLRC3
EMC4	CCDC111	ECEL1P2	MAPK11	CPT1A	DMC1	SETD1B	DMC1
ZNF71	ATAD3B	ADAMTS18	MOCS1	GPER	GSTM5	MORN1	LOC100287792
FAM173B	REPS2	HTN1	UBE2D2	TMEM52B	SNW1	SCGB1D2	WDR62
SPATC1L	ANGPTL4	IL15RA	FCRL6	WDR48	TJP1	CTR9	CHST6
PHF1	PBX2	GCSAML-AS1	FAM41C	TRIM35	PNMA2	CXADR	LOC100507173
MTMR4	DUX2	TRPT1	ADAMTS18	C17orf47	LOC284454	ALPK3	CDCA3
ARMCX3	CC2D1A	CT62	LRRC49	PI3	ADRA1A	GPR4	ASPHD2
C21orf67	SUPT3H	SPATA31A1	CHMP4B	LRRC15	SLC9A4	CLPTM1	TXNDC11
METTL1	FUT4	C16orf90	ZDHHC18	CHST14	FAIM3	GALK2	GTF2H5
TCEAL8	RBM25	MVB12A	WASH2P	PKN3	PCBD2	HEXDC	SLC9A4
LOC388796	TMEM169	OR2M7	HPGDS	HOXA6	HMGB3P1	PYGO2	NCAPH
NAA11	FAS-AS1	MIR765	DGKD	PPARD	IFNLR1	SYNJ2BP	TANGO6
ATIC	ITFG1	SUV420H2	RGN	EPHA4	SIPA1L3	ARSA	ARHGEF40
COPS5	BMS1	FGF8	CLDN7	HNRNPU	ZNF669	RWDD2A	CDADC1
CCDC51	ARL2BP	UNC5CL	GATA3	NIPA1	GTF3C4	C8orf46	SNORA67
RPL26L1	SLC4A5	AADACL2	PAXIP1	ARHGEF19	ARL4C	TTLL12	LOC100289361
FAM175A	MEF2BNB	TDH	RASGRP4	INTS2	GATAD1	ZNF814	AKAP5
C1QL3	STK3	GAGE2C	ELF4	WDR24	IL6R	PKDCC	GLDN
TRIAP1	CNOT6	LINC00838	CNOT6L	AIFM2	PRKACA	LOC100132356	RAB4B-EGLN2
ST7L	MRPL2	DMRTC2	SLC25A28	CROCCP2	LRRC61	HIST1H4H	AGMAT
TUG1	TLK2	UHRF1BP1L	VNN3	KRT12	LOC100128338	PRH1-PRR4	GTPBP3
CLEC1A	C22orf46	GBA	C8orf42	CHRD	OSBP2	ZNF446	RAD54L
GPATCH4	CCDC85B	VCY1B	RCSD1	HIST1H1A	ERBB2IP	PIGR	KIAA1324
AP3S2	DLEU2L	LOC340073	ITGA8	OLIG1	C2orf43	RRNAD1	LOC100128338
MIR4426	ZNF513	POLDIP2	LAD1	ADRB2	LOC729987	MOGS	GPAM
TIE1	PLK4	ARHGAP44	ARL8A	TBC1D2	HNF1A-AS1	CYB5D2	HESX1
ART3	FAT1	SCN10A	ASXL2	AMIGO3	SETD6	TUBGCP5	TMPPE
PSMD5	FAM219B	GPC5-AS1	ZNF358	LAMC2	EBLN2	NUP107	TATDN3
HTATSF1	ACOT1	RPL13AP17	BLOC1S2	FAM86B1	C4orf26	ZNF826P	ELMOD1
VAT1	CHTF8	DLD	XCL1	ANKRD1	ATG5	EDIL3	TOX
SGCA	NDFIP1	INVS	RASGRP1	CCL4	MARVELD3	HRH1	CCL22
RFK	METTL7B	MIR548AC	ZNF354B	DPP9	CHRNB1	FAM107A	C15orf41
IL1R1	PIGC	LRRC24	CDC42SE2	THBS3	USP33	FANCA	TARP
RHOBTB3	TMCC2	GSTT1	RSPO3	TPR	B4GALNT1	ANKS1B	ATE1
LOC100506124	CKAP4	TTTY8	SLC6A9	PRKAA1	LOC728558	FAM53A	LINC00338
FST	POP7	TTTY8B	DIRAS3	PHKA2	C1orf52	ZNF681	PNMA2
ESR1	GOPC	FAM81B	LRRC61	RILPL1	LOC100506305	NPHP4	CCNF
RFX2	TCP11L1	ZNF705B	IL17RE	KDM5B-AS1	PHACTR4	RNF216	CXCR3
METAP2	MSC	TXNDC17	PPP1R12A	LAMB3	DUS1L	LOC100130872	CHMP7
C20orf112	TMEM135	MIR3136	PDE1B	CEP85	RNASE2	SNORA4	TMEM116
TNFRSF6B	ACTR6	ZNF653	RFFL	ZNF200	LOC100287792	ADHFE1	SLA2
MIR4709	TPRG1L	KIF5A	TMEM155	ZNF441	TEX14	DSN1	GREB1
MRPL48	RRAGD	PCP4L1	LHX6	LINC00115	NPFF	C7orf13	LOC100130954
SLC5A9	ADCY4	MIR5000	LOC554223	ABHD14A-ACY1	LCAT	RNF144A	LOC729987
YRDC	PITHD1	SPRR1B	ARAF	FZR1	GLS	LOC100507300	IVD
USP6	FKTN	GAL3ST2	ZNF251	GBP1P1	LOC100287314	BCL7C	CASP8
LOC100240734	ZG16	PCDH17	FOXJ2	TGIF2-C20orf24	TTC39C	MOV10L1	MAGOH
TBX15	ERRFI1	KRT31	ACTRT3	PRRX2	TVP23C	KAT2B	PCBD2
UTP14C	RIOK3	LOC728377	FCHSD2	LOC100288778	FAM26E	FAIM	TRAPPC2
TRAF6	C20orf203	WNT3	ASPHD2	ARHGAP1	FKBP14	ZNF281	RAB3IP
MIR4440	ZER1	FAM171A2	WASH7P	TMCC1	NOD2	CHORDC1	DICER1-AS1
ATP6V1G1	MUL1	PRAMEF21	IL27	ARIH1	CHUK	KITLG	LOC100505806
LAS1L	PTBP2	NME3	CMTM2	FIBIN	KLF8	ADORA2A	LOC100506305
LOC440894	ARSG	MOK	LRCH1	HBEGF	TATDN3	HAVCR1	MEX3C
LOC100128252	PAGR1	MRVI1	CERS6	KCNIP2	KIAA1109	SATB1	FAM122C
LZTFL1	SRPX2	CLCN1	ARF6	CD84	MFSD7	KLHL11	SHOX
HBP1	HIST1H2AE	SNORD34	UBE2D4	SMC4	C1orf174	OXTR	CC2D2A
TBC1D29	RAD50	SLAIN1	LOC100130231	ACSL5	RXRA	ZCCHC14	ADRA1A
ZDHHC14	TMF1	PCDHB5	FBLN7	ADRM1	NFKBIB	HIST1H3H	RUNDC1
ATP8B5P	LOC440243	ADAMTS7	LEAP2	WIZ	LOC100130954	ADM5	TMEM136
PTGDS	FAM27C	ABHD1	SIGLEC17P	FRY	CHST6	LOC339166	RELL2
FAM223B	KIAA0196	CCDC87	DHDH	RILP	HECTD4	FAM208A	ZNF518B
KIAA0754	ABL1	TFPI2	SLC35E2B	EEFSEC	EDC4	ELP4	C3orf33
SPATC1	FLYWCH2	THSD1	FAM86B2	ZNHIT6	CC2D2A	MED26	CTBS
GART	PA2G4	HADHB	ZRANB1	TMEM131	CCL22	GTF2H2	METTL21A
LOC550112	SREK1IP1	MIR643	ITPRIPL2	SCLT1	IRF2	ZNF691	VHL
TRAM2	HSD17B1	SNORD88A	SAV1	ZNF286A	WDR27	PPIP5K1	GNRHR2
UBE2Q1	DAK	NAALADL1	SMO	AKIRIN2	JAK2	FAM175A	FCHO1
FAHD1	TMEM206	CACNA1C-AS1	RIPK1	LRRFIP1	LRRN4CL	HOMER2	NIM1
FBLN5	MYO5A	CHEK2	COL13A1	BTRC	HNRNPL	PRPF3	LYRM7
TYMS	TXNRD2	SLC35G5	BICC1	TMEM79	ACTR8	FAM27B	SPRED1
TM4SF18	TMEM231	LCE3A	SEMA6B	KLHL35	SMYD4	DHX57	CLEC2D
NME4	DHX29	EFHA1	PIK3CG	DMWD	LDLRAD2	GPR107	TVP23C
PCDHB11	DDX55	BBS2	EVL	PPAPDC2	SIRPB2	ZNF766	AMOT
LARGE	FAM171A1	GGNBP1	FAM196A	MSH5	TANGO2	RGS9	XIAP
IER3IP1	ARHGEF11	CELF2-AS2	RAB4B-EGLN2	DTX2	PDE9A	OR2A7	METTL21D
KCNJ8	RSPH3	FMR1-AS1	ULK4P3	PROSER1	IVD	LRP11	LOC100289019
MBNL2	UQCRB	XPOT	ABCA4	MTR	FAM122C	LOC100130950	LOC100505812
ITGB5	EIF2A	BSN	ZNF385B	APBB1IP	KLKB1	SH3BP1	SMYD4
NIPAL1	ABCF2	MIR4691	CASK	ZNF587B	SLC15A3	HIPK1	LOC284454
TMEM206	IGF2BP3	PPP1R3F	KCTD17	RIPK3	SNAPC1	NDUFAF4	IREB2
LOC728024	LOC100132273	PPP2R5B	MBD5	DPYSL4	ZNF713	SDHAP3	HMGB3
KIF9-AS1	GCFC2	KIF1A	LEPROTL1	C1orf233	SLC35E3	RHOBTB2	HMGB3P1
ZNF84	KIAA1549	CAPN6	RBM6	SYNJ2BP	ADCY7	FANCM	TAF2
MAFG-AS1	TOMM70A	CD177	ATG2A	RHPN2	CCL23	RAD54L2	ZNF846
HORMAD1	PIH1D1	BANF2	CLIC3	SMURF2	HIST1H2AG	LOC644172	PHKG2
CTHRC1	DNAJC9-AS1	SRRT	IKBKAP	GNB2	LOC100289019	GIGYF2	PNPLA3
ZNF366	LOC646278	EBF2	ZSWIM7	ATOX1	ENTPD7	FBXO41	IRAK4
ERLEC1	DOK5	DPP3	OPLAH	TCFL5	LINC00338	HCFC1	ARL8A
URB1	GPR82	MIR548AN	EPHB1	OAZ3	KIAA1324	FAM98C	RAC2
FAM98A	UBALD2	KRT6B	MCHR1	EMR3	MPP3	CYP51A1	SETDB2
FBN2	EVA1B	MIDN	LOC101055625	GIPC2	ZNF599	DCAF15	SLC35E3
EIF3C	INTS5	SNORD23	USP30-AS1	SNX12	CARD8	MIR568	CCDC74B-AS1
ATP6V1E2	IRF2BPL	AGTRAP	BTN3A2	RNU4ATAC	SHOX	LOC282997	SH2D1A
APPL2	PRPF4	HHIP	GSC	LOC100505633	SLC38A1	FAM185A	LFNG
ZKSCAN8	NKD1	NTRK1	CYP4F12	STIM2	N4BP2L1	CLIP4	PXMP4
ADAMTSL2	UFC1	RHO	ZNF75A	ZNF202	TYSND1	MAK16	C5orf63
CLEC14A	IGHMBP2	SNAR-A8	ATOH8	DEDD2	IKBKG	GTF2A2	HIST1H4E
GPR182	OSBPL6	CDY2A	ITIH3	ATP6V1B1	DDIT4L	ULK4	LINGO2
LOC100133957	ESRRA	HIGD2B	HSF2	ZNF275	CAMK1D	PAX8	NR1D1
ZBTB26	CLPTM1L	RPL13P5	DBP	DHX57	CCDC74B-AS1	DDX20	DYNAP
SELENBP1	ILKAP	KIF21A	PRKACB	DDI2	MGAT4A	CCNJ	USP33
ZNF300	ARGFX	PADI3	LRRC20	RPL37	SP140	LDLRAP1	NOL9
PRAMEF6	HDLBP	LOC100192426	TSPYL5	SPSB3	RNF213	OR2T34	NFKBIB
CIAPIN1	SLC1A2	LOC286114	WISP1	ASGR2	AGMAT	TGFB2	TMCO4
LIMA1	NOB1	PTPRQ	SEMA5B	SDCCAG3	ZSWIM1	TARSL2	LOC100240735
LOC100130691	PATL1	TSPYL4	SFXN1	ADARB1	IQCD	ZNF606	PEX7
LOC283585	PI4KA	TTTY18	NFKB2	CCDC106	CLDN1	PPP3CB	CA5B
SNORD55	SH3RF1	MMP23A	LBP	CNFN	CCR6	LOC100131626	LOC100287314
NME8	SND1	XKR8	IPCEF1	FLJ41200	ZBTB21	CHST14	FKBP14
B9D2	FST	ATP6V0A1	LPHN1	ZP1	6-Mar	SPIN3	HIST4H4
AKR7L	TMEM185A	FOXB1	TC2N	VSTM1	QSER1	TTN-AS1	FXR2
PTPN3	C10orf88	C6orf58	KRT34	LHPP	LOC283693	ACAN	MRI1
SEC22A	PANX1	PRR5-ARHGAP8	CCL26	DNAJC13	PXMP4	GUSBP2	HPGDS
PRR7	WBP11	FUT5	PIK3CB	RNF180	LOC100129269	FMO1	C1orf228
NTNG1	ITIH6	TAC4	FAM225A	LNX1	C3orf33	LINC00685	GPI
IL11RA	UHRF1BP1L	SSX8	CT47A1	SHC2	LOC100505812	PCDHGA7	UBXN7
NBEA	MFAP1	SNORD11B	GXYLT2	DSP	LOC100507173	EED	C15orf40
PARP2	SLC2A13	LOC400456	LOC283143	ARHGEF35	STEAP2	CEP57L1	PSTPIP1
PPM1F	ZBTB7B	RFX4	CHUK	PPM1F	XIAP	ZNF257	LOC100129269
WDR4	KIAA1377	CAPS2	ENPP5	FECH	MAT1A	PDCD11	ZSWIM1
ARHGEF26	GTF2F1	SRPR	FLJ40852	FANCC	EREG	KIF2C	FAXC
RASGRF2	ZC3H11A	TEKT3	FOXN3	CCNJ	LOC284379	KCTD13	GGT1
GTF2IRD1P1	BOLA2B	C19orf24	LOC100270804	WAS	LRG1	DCAF11	ZNF717
SNUPN	BOLA2	BANCR	CACNA2D1	VASP	PCDHB3	LOC153684	RHBDD1
CDK5	MEA1	TEN1-CDK3	MIR155HG	KRTAP2-3	MYO9A	GPR180	PIK3CG
TSC1	DNAH9	C1orf95	CT47A6	CASP10	C19orf59	WHAMMP1	SKP2
HARS	MKL2	EPB41L1	ACTG2	EFNB1	MBD6	ZNF678	LOC283693
ARFRP1	ITGB5	SCOC	SYNE3	ELL	APOL4	TCEAL7	C1orf174
GOLGA6L7P	PIGM	SNORD116-20	SNRNP27	LOC728554	CSAD	SF3A2	LOC284379
FAM223A	KLC2	CDY2B	FAS	RANBP6	NEK2	CCM2L	ZNF471
MAPKAP1	GPN1	TCEAL7	ARID3A	CCDC149	PAPOLA	ATP6V1G1	TRMT5
BCAN	CIDECP	FAM71F2	NELL2	SCNN1B	C15orf40	TYW3	NXN
TM4SF19	LOC100268168	DEFB109P1	ZNF98	TCN2	PSKH1	MBD5	CXorf38
ZNF253	ZNF649	DLGAP4	ANKRD20A4	RWDD4	NOL9	ZNF18	LRRN4CL
LARP4B	CHRNA6	DCD	CREB1	GCFC2	CA5B	BRWD1	KIF18B
AGR2	VSIG1	TSPY8	ABO	CAMKMT	GNRHR2	KLHL36	TNFAIP8L2-SCNM1
SRPX	ZNF358	TPSB2	KGFLP2	PLXNA3	LYRM7	LOC344595	GTSE1
THAP3	ZNHIT1	EPB41L2	GAPT	SLC41A2	GZMM	EIF4E3	TANGO2
LOC100499484	BAALC	CLDN4	UHRF1BP1	GCNT1	TMEM106A	MLL4	PTAR1
PTER	PPP6R3	DKK1	APITD1-CORT	P2RY12	SLC25A32	LOC100652768	MED18
CHRNA6	KIAA0895L	KCNQ4	C17orf107	CD70	KIF18B	MIR497HG	SUCNR1
KLHL23	FOXK1	FIBP	PCDH1	SUMO1	TIRAP	PRDM4	CRIP1
CCDC86	MMAA	LOC731779	TMEM100	SMAD9	IPCEF1	BRAF	TSTD3
RUNX1T1	PPCS	KCNAB1-AS2	RASAL3	TMEM44	TCP11L2	LOC283710	CPOX
AK4	ARHGEF9	CT45A1	TUBA4A	SERGEF	WDTC1	ACBD3	UBTD2
TIMM22	TMEM57	MTUS2-AS1	STK10	NBAS	RASSF2	TTC37	STK32C
SMUG1	LOC400043	OR6C4	JAM2	SELPLG	FBXO10	PCDHGA2	ELL
C2orf16	DMWD	MAGEC3	ANKRD11	LCAT	RUNDC1	VAMP7	LOC100506385
DNAJC6	ERGIC3	PRRX1	TACSTD2	USP15	SPOCK2	PGRMC2	ORAI2
MTX2	RSPRY1	ALG8	RGS14	NSMF	C17orf70	LOC100130855	USP16
RHOD	CABP5	TBC1D3P1-DHX40P1	C5orf56	CDPF1	HCP5	KCTD15	KIAA0232
RPS6KL1	CLEC11A	BPGM	TMEM164	SLC27A4	WDR55	DLG3	WDR55
FANCL	PANK2	SLC22A15	ARMCX4	PLK4	NXN	SIGLEC6	RNF125
TP53INP2	LOC642846	AASDHPPT	GTPBP3	ADCY7	MIR198	EXTL3	SCAF4
NBPF22P	SFXN4	LOC255411	TEAD2	FOXK2	ADAM8	ZNF595	NAF1
ZBTB39	ZNF16	SNRPC	HCG26	TEAD3	PHF3	LOC646626	ZSCAN12P1
EFR3B	CBX6	FGF18	SARDH	CUL5	BLNK	ZNF512	IAPP
MRPS34	RARRES1	EPN2-IT1	TENM3	CD200	TC2N	SKIV2L2	SLFNL1-AS1
PRR24	COL1A2	HOXB-AS5	BAZ1A	WNT2	EPB41L5	PAGR1	BTBD8
NOA1	ALDH1A3	NT5C1B	HERC4	TRIO	CREM	NOP9	USP30-AS1
ATP6V1G2	ANP32A	LINC00469	KLHL29	STAG3L1	TCTA	CTAG2	CMTM2
COPS7A	ZNF518B	DKFZP434H168	PLD1	MAG	B2M	UBA2	PDE6A
ADH1B	SPICE1	RAPSN	RABL6	PARM1	FAM105A	MIS18A	SDHC
LOC100507373	HIST1H4J	LINC00208	DEFA3	SNRNP70	IRAK4	SNORD26	VNN3
UBP1	NUF2	LOC643923	NLGN2	GPR4	ANXA6	PRPF4	AS3MT
LINC00839	HIF1AN	TDRD12	ARL4C	MMP9	HVCN1	ZNF583	ITGA2
LOC283914	ZKSCAN1	MIR29A	N4BP1	SH3RF3	CCND2	TCL1B	CBLB
CDH11	USP47	MIR4516	ZNF181	GABPA	RNF125	FAM129B	CCT6P1
LAMA4	MRPL1	PHLDA3	MIR3945	CCDC8	MRI1	NOTCH4	DLGAP5
PLCD3	ADCK4	OR5B3	ZBTB46	CCDC144NL	PNPT1	POLR1A	C22orf46
CMTM8	CCDC14	AGBL3	NDNF	SMG9	ELMOD1	C2orf81	PDE4C
SLC26A6	KIF20A	MYCBP2-AS1	PRSS36	VEGFC	PDE6A	FGF13	MS4A10
KDSR	THTPA	C19orf77	C16orf3	SLC41A1	HPSE	PLA2G4A	1-Mar
ANO10	STK35	MIR4644	EVC2	PPP1R12B	ARHGEF1	SYN3	NEK2
RGS16	INO80C	RGMA	UBASH3B	POLQ	LOC100506385	LOC654433	CENPJ
RPE	CCBL2	TMPRSS11E	ADAMTS13	INO80C	VHL	MAGOHB	GOSR2
C5orf58	ACADM	FBXO24	NBPF10	FGD6	AARS	PDHB	BPGM
MUSTN1	MAPK13	CYYR1	CALML4	SF3B3	BCAS2	MPC2	MAFG
DPH5	SHARPIN	GPR39	TLR6	ADO	PKP2	SPDYE2L	ZNF384
ARGFXP2	PDZD8	MIR626	RNF213	ALG2	ENTPD1	SPDYE2	RIBC1
TRMT6	TCF7	LINC00029	REC8	SLC24A1	PIK3CD	SNORD25	JPX
GPT2	IL33	MMP21	TNFSF12-TNFSF13	PIK3R6	PDE4B	SDC1	IL27
C16orf52	ABCD1	RPL26L1	CASP9	CCR5	MAP4K1	C10orf118	ARIH2OS
PCCA	DIAPH2	PSMD9	GLIS2	NOSTRIN	PI4KAP2	PORCN	NAAA
C1orf101	DCAF13	SNTG2	CPT1A	PCDH1	USP46	ZNF727	BPI
CLPTM1L	TFAP2C	HIBCH	C1RL-AS1	PPP1CA	SLFNL1-AS1	GPHN	CARD14
TTC27	ZNF677	GRIA2	LANCL1	PRKG1	SLC10A1	LCAT	APOBEC3D
UNC5B	TMEM14C	SHD	CGNL1	ANGPTL1	HMGB2	LARS2	IRGQ
LOC100129931	FUK	TM6SF2	TMEM150B	TBX1	MED18	ANKRD40	SNORA70G
LOC284801	MEST	TTC31	ADAP1	PAN3	RNF19A	FBXW4P1	CXorf56
PCDHB19P	APPBP2	SNORD86	GPR160	THRAP3	RHOH	LEF1	HMHA1
ASNS	TRMT5	LOC100132287	CCDC170	FLVCR2	NDUFV3	PYROXD2	ATCAY
SNCG	PCM1	SCGB1C1	MIR3690	NEGR1	THEMIS	GNPTAB	ENTPD5
LOC441601	MTIF2	SNORD8	PVRL1	POP5	PPM1K	MYRIP	IDH3B
SUZ12P1	SLC12A4	VHLL	PPP2R5B	PROK2	UBE2Q2P1	CN5H6.4	PELI2
MRPS26	MIB1	IRGC	FAM198A	PANX1	GPR158	CEP192	POLH
LMO4	EARS2	CBWD2	STT3B	CCNI	LINC00649	OMD	PTPRH
ARG2	IGFBP3	TSPAN16	RUNX3	WDR33	SNHG4	PBK	NSUN3
GEMIN6	VEZF1	C10orf118	DDX5	THBS4	APOC4	GFOD2	POLD4
C12orf10	KCTD6	C11orf53	SRGAP3	LOC731424	ZNF471	NMNAT2	DIXDC1
FUZ	LOC400655	KCNH4	B4GALNT3	FAM45B	NCOA5	HNRNPU-AS1	SNHG4
C16orf55	KAT7	KRT222	COL8A2	F10	WFDC8	SUMO1P3	TRAIP
PCMTD2	ASL	SPACA5	EDC3	GPRC5B	OAS3	OTUD5	WFDC8
IMPA2	TMEM248	NEGR1-IT1	ZADH2	ZNF140	KRTAP1-5	ZNF736	VSIG1
PLEKHH2	DNAJC21	PRB4	TMEM185A	DIO2	LPP	EFNB1	DDX11
CHGB	KIF2C	FBXL5	CD28	DNAH2	NME6	NGF	ZKSCAN4
OR6K3	ATP6V0A1	SNRNP70	SLC30A1	TIFAB	VASH1	CDR2	SEMA6B
ATP1A2	IBA57	SNX32	ARHGAP35	TPGS1	ARIH2OS	NSUN5P2	MIA3
UBXN7	COQ5	DGUOK	VTRNA1-3	ASPA	TSTD3	UQCRH	ZBTB3
CAHM	PDGFA	PPP1R12C	NCAM2	CHADL	NRIP2	SNORA74B	HIST1H3H
DUS4L	ZNF74	DERL1	DHH	GPR141	ANKRD20A9P	TEF	ITGAL
FLJ45974	NNT	GPD1	CRTAM	HRH1	PDE4C	ZNF182	RNF41
FKBP4	FAM50B	ZBTB42	ITGB2-AS1	LDLR	UBE2O	POMT2	BLOC1S1-RDH5
HBA1	TIMM17A	PTTG2	FAM160B1	H2AFY2	BHMT2	DYRK1A	UBA7
MRPL2	PDE4DIP	FAM90A27P	INO80E	ZMYND11	TCEAL8	BMS1	GDPD1
PGLYRP1	TMEM189	KLHL33	MYBPC2	HDAC4	CD82	HOXD4	WDR92
TUBG1	SNAR-C3	PRRX2	MIR142	STARD9	SKI	ANKLE2	LOC100130275
GTPBP4	SMA4	WEE2	LINC00278	RBMXL1	CCR7	MTERFD2	ABL2
SLC2A11	CCP110	C9orf117	DICER1	APOBR	AS3MT	LINC00340	ARHGAP42
HAX1	HDHD1	LOC200772	FLT3	LCMT2	CCDC157	LMO7	LTB4R
SPTSSB	BPHL	ZRANB1	FCRL3	PRKAG2-AS1	ALKBH1	SMPD1	PTPN7
FAM185A	ERCC2	TUBGCP6	PPARD	SMG6	IAPP	TTF1	ANKRD20A9P
SLIT2	CCDC144A	SERPIND1	TRAPPC1	HOTAIRM1	ZNRF3-AS1	ZNF607	ILF3-AS1
EDIL3	CCL14	OR4N4	GGT1	WASH1	CD5	CPNE7	LOC100128288
CD34	ITGB4	ACADL	ARHGEF37	GAK	MS4A10	UBFD1	NBPF11
KLHL18	ARHGAP19	3-Mar	RC3H2	PAFAH1B1	CYP46A1	SENP1	ERAL1
POLR2D	WDR31	MIR5692A1	ZFP90	KCNE3	WWP1	REM1	ERCC6L2
TMEM230	EMBP1	HSPB8	LYL1	USP31	CPPED1	LOC253039	FLJ37453
ANKRD20A12P	CIR1	LOC100132062	NCOA1	KPNB1	WDR92	WRAP73	TAF8
PTCRA	HECA	LOC399753	HOPX	FFAR2	KAT8	RNF180	ZNRF3-AS1
MYO16	LINC00310	GLP2R	XAF1	STX4	AKAP5	DVL2	HTRA4
PCLO	GNB1L	CTIF	H1FX	SNN	LIN7A	TLN2	LOC100128531
GOT2	MAP2	LGR4	IKBKB	VDR	RAB43	PHIP	NCRUPAR
SLC24A2	HCG26	CHRFAM7A	ANKLE2	ZNF343	SRGAP3	LOC400027	GZMH
DPYSL3	DHX36	TRIM60	HERC3	KRIT1	LOC442028	TMEM132A	PNPT1
ABCF2	WDR73	SLC47A2	SIGLEC11	TPM3	CD79A	RAB4A	SLC35F5
SEMA3D	MCC	GLTPD2	ARSB	VKORC1L1	KRBOX4	TMTC4	FAM134A
RPS6KA5	CDCA5	USP17L17	VTN	ANKRD26	BRE-AS1	PLXNA1	ZNF850
NFS1	GPD2	LOC647859	MAT2B	CREM	PRPH2	EML3	DDX51
SLC5A12	FAM200A	POLR2J	MGAM	PLXDC1	EOGT	WASH7P	RUFY1
FAM91A1	NDUFA10	ATG2A	LOC220729	DDX60L	ESM1	ADARB1	GEMIN8
CLDN16	C11orf57	MIR4798	JAK3	SET	CABYR	RPRD1B	SMG7
C2orf74	BCR	OR5AU1	FMO3	AAMP	DDX51	SCARNA2	ZNF300P1
PLAC9	GPR126	SPINT4	TMSB4Y	SSRP1	TDRD10	PCYOX1	FAM203A
CCDC17	CCZ1	GMNC	MTM1	CEBPA	PHAX	HOXA6	L3MBTL4
CA14	APBB1	OR8K3	NBR2	DPY19L2	LOC389641	TPT1-AS1	REEP2
SMTN	PHF5A	FMO3	KIR2DL4	CUX1	LOC100128288	MGST3	CTBP1
PCOLCE2	FAM127A	SNORD21	ATF2	GIMAP6	ACTB	ELAVL1	FDPSL2A
ADIRF	PTCH1	LOC554223	TBC1D5	MINK1	LINC00312	HNRNPA3	ZHX3
EEF1DP3	C6orf106	PSMA4	KCNIP1	PARD3B	HLA-B	ERP27	PGAM5
CNRIP1	FRMD8	MIR4420	TLE4	TMEM185B	CXorf56	ZNF235	LINC00649
DFNB59	CLDN1	ZC3H15	PIK3CD	FAM13C	PCED1B	CCDC82	TAZ
GTF2IRD2P1	ZWILCH	SNORD12B	MIR497HG	STK24	PREX1	ZBTB33	ZNF483
COX20	CYB5A	MYO3A	PIBF1	AP3M1	RPAP2	DIEXF	SPAG9
TJP2	SLC26A6	CCDC96	CDH26	MEGF10	L1TD1	HELZ	FAM110A
MAN2A2	PIK3C3	LSM2	PRKCQ	TSEN54	DDX11-AS1	KIF26B	FAM153C
MRPL39	SENP7	SNORA42	ELP3	CXCR2	PION	ZIK1	POLA2
MALSU1	RBM45	SNORD88B	ROCK1	FFAR3	C7orf26	ZSCAN25	EPM2AIP1
RAB11B-AS1	HP	SNORD75	HIST2H3D	TTLL3	IRGQ	EFTUD1	TELO2
LOC151009	LDB2	RETNLB	EMP2	KRAS	LURAP1	ZNF133	SIGLEC17P
ABHD6	CYP4X1	SNORA23	WDR44	COL11A1	LEPREL4	FAM102A	GNG2
DSN1	FABP7	ING4	GATA6	ARHGAP11A	GAS5	GPATCH11	NDUFV3
EDN1	PUM2	POP7	PPP1R13L	SDC1	CPNE5	ATG2A	L1TD1
TUSC3	EPHA1	TMEM132E	SIRT7	DUSP15	LOC100128531	ZBED5	FBXO27
NMNAT2	UBFD1	SNRPB	DENND1B	LOC339524	RBM34	LOC728392	DNM1P41
GIGYF1	LINC00657	AKR1C6P	ANGEL1	VPS33A	MDFIC	NGEF	TSPAN33
AHSA2	ARFRP1	PSMD7	RAB37	LOC550112	GEMIN8	SAA2	EPPIN
PTCD3	PMS2L2	DGCR5	WNK1	CSNK1E	FOXN3	ITGB5	UBE2Q2P1
DHCR7	AGPAT6	DPEP3	ITGAE	GPR125	HLA-C	NPY1R	CRX
